category,description,month,count
All Other,ASSAULT - SIMPLE - ALL OTHER,2020-01-01,21
All Other,ASSAULT - SIMPLE - ALL OTHER,2020-02-01,12
All Other,ASSAULT - SIMPLE - ALL OTHER,2020-03-01,19
All Other,ASSAULT - SIMPLE - ALL OTHER,2020-04-01,17
All Other,ASSAULT - SIMPLE - ALL OTHER,2020-05-01,20
All Other,ASSAULT - SIMPLE - ALL OTHER,2020-06-01,16
All Other,ASSAULT - SIMPLE - ALL OTHER,2020-07-01,23
All Other,ASSAULT - SIMPLE - ALL OTHER,2020-08-01,12
All Other,ASSAULT - SIMPLE - ALL OTHER,2020-09-01,23
All Other,ASSAULT - SIMPLE - ALL OTHER,2020-10-01,11
All Other,ASSAULT - SIMPLE - ALL OTHER,2020-11-01,17
All Other,ASSAULT - SIMPLE - ALL OTHER,2020-12-01,15
All Other,ASSAULT - SIMPLE - ALL OTHER,2021-01-01,13
All Other,ASSAULT - SIMPLE - ALL OTHER,2021-02-01,19
All Other,ASSAULT - SIMPLE - ALL OTHER,2021-03-01,18
All Other,ASSAULT - SIMPLE - ALL OTHER,2021-04-01,30
All Other,ASSAULT - SIMPLE - ALL OTHER,2021-05-01,16
All Other,ASSAULT - SIMPLE - ALL OTHER,2021-06-01,19
All Other,ASSAULT - SIMPLE - ALL OTHER,2021-07-01,15
All Other,ASSAULT - SIMPLE - ALL OTHER,2021-08-01,24
All Other,ASSAULT - SIMPLE - ALL OTHER,2021-09-01,19
All Other,ASSAULT - SIMPLE - ALL OTHER,2021-10-01,23
All Other,ASSAULT - SIMPLE - ALL OTHER,2021-11-01,19
All Other,ASSAULT - SIMPLE - ALL OTHER,2021-12-01,26
All Other,ASSAULT - SIMPLE - ALL OTHER,2022-01-01,22
All Other,ASSAULT - SIMPLE - ALL OTHER,2022-02-01,25
All Other,ASSAULT - SIMPLE - ALL OTHER,2022-03-01,19
All Other,ASSAULT - SIMPLE - ALL OTHER,2022-04-01,17
All Other,ASSAULT - SIMPLE - ALL OTHER,2022-05-01,18
All Other,ASSAULT - SIMPLE - ALL OTHER,2022-06-01,14
All Other,ASSAULT - SIMPLE - ALL OTHER,2022-07-01,19
All Other,ASSAULT - SIMPLE - ALL OTHER,2022-08-01,20
All Other,ASSAULT - SIMPLE - ALL OTHER,2022-09-01,19
All Other,ASSAULT - SIMPLE - ALL OTHER,2022-10-01,26
All Other,ASSAULT - SIMPLE - ALL OTHER,2022-11-01,24
All Other,ASSAULT - SIMPLE - ALL OTHER,2022-12-01,21
All Other,ASSAULT - SIMPLE - ALL OTHER,2023-01-01,17
All Other,ASSAULT - SIMPLE - ALL OTHER,2023-02-01,16
All Other,ASSAULT - SIMPLE - ALL OTHER,2023-03-01,6
All Other,ASSAULT - SIMPLE - BOMB THREAT,2015-03-01,1
All Other,ASSAULT - SIMPLE - BOMB THREAT,2015-06-01,1
All Other,ASSAULT - SIMPLE - BOMB THREAT,2015-07-01,1
All Other,ASSAULT - SIMPLE - BOMB THREAT,2016-07-01,1
All Other,ASSAULT - SIMPLE - BOMB THREAT,2018-12-01,6
All Other,ASSAULT - SIMPLE - BOMB THREAT,2019-08-01,1
All Other,ASSAULT - SIMPLE - BOMB THREAT,2021-12-01,9
All Other,ASSAULT - SIMPLE - BOMB THREAT,2022-01-01,2
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2015-01-01,5
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2015-02-01,7
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2015-03-01,8
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2015-04-01,5
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2015-05-01,6
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2015-06-01,2
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2015-07-01,5
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2015-08-01,10
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2015-09-01,3
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2015-10-01,3
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2015-11-01,2
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2015-12-01,7
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2016-01-01,7
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2016-02-01,4
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2016-03-01,1
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2016-04-01,5
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2016-05-01,8
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2016-06-01,7
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2016-07-01,5
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2016-08-01,8
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2016-09-01,4
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2016-10-01,1
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2016-11-01,5
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2016-12-01,9
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2017-01-01,3
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2017-02-01,5
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2017-03-01,3
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2017-04-01,8
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2017-05-01,8
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2017-06-01,4
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2017-07-01,4
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2017-08-01,5
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2017-09-01,2
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2017-10-01,7
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2017-11-01,5
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2017-12-01,6
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2018-01-01,7
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2018-02-01,5
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2018-03-01,4
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2018-04-01,2
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2018-05-01,7
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2018-06-01,6
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2018-07-01,1
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2018-08-01,8
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2018-09-01,2
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2018-10-01,4
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2018-11-01,8
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2018-12-01,6
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2019-01-01,6
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2019-02-01,6
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2019-03-01,8
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2019-04-01,7
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2019-05-01,4
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2019-06-01,2
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2019-07-01,3
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2019-08-01,6
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2019-09-01,3
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2019-10-01,5
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2019-11-01,2
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2019-12-01,7
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2020-01-01,9
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2020-02-01,2
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2020-03-01,2
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2020-04-01,4
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2020-05-01,9
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2020-06-01,8
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2020-07-01,9
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2020-08-01,7
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2020-09-01,6
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2020-10-01,4
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2020-11-01,7
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2020-12-01,3
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2021-01-01,1
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2021-02-01,9
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2021-03-01,7
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2021-04-01,4
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2021-05-01,8
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2021-06-01,6
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2021-07-01,8
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2021-08-01,12
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2021-09-01,8
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2021-10-01,3
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2021-11-01,4
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2021-12-01,14
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2022-01-01,9
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2022-02-01,7
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2022-03-01,6
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2022-04-01,4
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2022-05-01,7
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2022-06-01,7
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2022-07-01,8
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2022-08-01,3
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2022-09-01,9
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2022-10-01,4
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2022-11-01,4
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2022-12-01,2
All Other,"ASSAULT - SIMPLE - COMMUNICATE THREATS, INTIMIDATION",2023-01-01,1
All Other,ASSAULT - SIMPLE - ON FEMALE,2018-06-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2015-01-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2015-04-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2015-08-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2015-11-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2016-03-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2016-04-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2016-08-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2016-12-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2017-01-01,2
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2017-03-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2017-05-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2017-09-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2017-11-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2018-03-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2018-04-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2019-03-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2019-09-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2019-11-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2020-05-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2020-06-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2020-08-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2020-10-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2020-11-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2020-12-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2021-04-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2021-09-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2021-11-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2021-12-01,1
All Other,ASSAULT - SIMPLE - TELEPHONE THREAT,2022-05-01,1
All Other,BLACKMAIL/ EXTORTION,2022-09-01,1
All Other,BLACKMAIL/ EXTORTION,2022-11-01,1
All Other,BLACKMAIL/ EXTORTION,2023-01-01,1
All Other,BOMB THREAT,2022-12-01,1
All Other,"COMMUNICATE THREATS, INTIMIDATION",2022-01-01,1
All Other,"COMMUNICATE THREATS, INTIMIDATION",2022-11-01,1
All Other,"COMMUNICATE THREATS, INTIMIDATION",2022-12-01,3
All Other,"COMMUNICATE THREATS, INTIMIDATION",2023-01-01,3
All Other,"COMMUNICATE THREATS, INTIMIDATION",2023-02-01,2
All Other,"COMMUNICATE THREATS, INTIMIDATION",2023-03-01,1
All Other,COUNTERFEITING - BUYING/RECEIVING,2015-05-01,1
All Other,COUNTERFEITING - BUYING/RECEIVING,2015-06-01,2
All Other,COUNTERFEITING - BUYING/RECEIVING,2015-08-01,2
All Other,COUNTERFEITING - BUYING/RECEIVING,2015-12-01,1
All Other,COUNTERFEITING - BUYING/RECEIVING,2016-02-01,1
All Other,COUNTERFEITING - BUYING/RECEIVING,2016-03-01,1
All Other,COUNTERFEITING - BUYING/RECEIVING,2016-04-01,2
All Other,COUNTERFEITING - BUYING/RECEIVING,2016-05-01,1
All Other,COUNTERFEITING - BUYING/RECEIVING,2017-01-01,3
All Other,COUNTERFEITING - BUYING/RECEIVING,2017-05-01,1
All Other,COUNTERFEITING - BUYING/RECEIVING,2017-08-01,1
All Other,COUNTERFEITING - BUYING/RECEIVING,2018-06-01,1
All Other,COUNTERFEITING - BUYING/RECEIVING,2018-10-01,3
All Other,COUNTERFEITING - BUYING/RECEIVING,2019-02-01,1
All Other,COUNTERFEITING - BUYING/RECEIVING,2021-04-01,1
All Other,COUNTERFEITING - BUYING/RECEIVING,2022-12-01,1
All Other,COUNTERFEITING - BUYING/RECEIVING,2023-01-01,1
All Other,COUNTERFEITING - MANUFACTURING,2018-03-01,1
All Other,COUNTERFEITING - MANUFACTURING,2021-11-01,1
All Other,COUNTERFEITING - POSSESS/CONCEALING,2015-06-01,1
All Other,COUNTERFEITING - POSSESS/CONCEALING,2016-01-01,1
All Other,COUNTERFEITING - POSSESS/CONCEALING,2016-03-01,1
All Other,COUNTERFEITING - POSSESS/CONCEALING,2016-06-01,1
All Other,COUNTERFEITING - POSSESS/CONCEALING,2016-09-01,1
All Other,COUNTERFEITING - POSSESS/CONCEALING,2017-01-01,1
All Other,COUNTERFEITING - POSSESS/CONCEALING,2017-03-01,1
All Other,COUNTERFEITING - POSSESS/CONCEALING,2017-05-01,1
All Other,COUNTERFEITING - POSSESS/CONCEALING,2017-07-01,1
All Other,COUNTERFEITING - POSSESS/CONCEALING,2017-09-01,1
All Other,COUNTERFEITING - POSSESS/CONCEALING,2017-12-01,1
All Other,COUNTERFEITING - POSSESS/CONCEALING,2018-03-01,2
All Other,COUNTERFEITING - POSSESS/CONCEALING,2018-12-01,1
All Other,COUNTERFEITING - POSSESS/CONCEALING,2019-01-01,1
All Other,COUNTERFEITING - POSSESS/CONCEALING,2019-10-01,1
All Other,COUNTERFEITING - POSSESS/CONCEALING,2019-12-01,1
All Other,COUNTERFEITING - POSSESS/CONCEALING,2020-04-01,1
All Other,COUNTERFEITING - POSSESS/CONCEALING,2020-06-01,1
All Other,COUNTERFEITING - POSSESS/CONCEALING,2021-08-01,1
All Other,COUNTERFEITING - POSSESS/CONCEALING,2022-01-01,1
All Other,COUNTERFEITING - POSSESS/CONCEALING,2022-02-01,1
All Other,COUNTERFEITING - SELLING/DISTRIBUTING,2015-04-01,1
All Other,COUNTERFEITING - SELLING/DISTRIBUTING,2015-06-01,1
All Other,COUNTERFEITING - SELLING/DISTRIBUTING,2016-07-01,1
All Other,COUNTERFEITING - SELLING/DISTRIBUTING,2019-02-01,1
All Other,COUNTERFEITING - UNDETERMINED,2016-06-01,2
All Other,COUNTERFEITING - UNDETERMINED,2016-11-01,1
All Other,COUNTERFEITING - UNDETERMINED,2017-07-01,1
All Other,COUNTERFEITING - UNDETERMINED,2017-10-01,1
All Other,COUNTERFEITING - UNDETERMINED,2018-02-01,1
All Other,COUNTERFEITING - UNDETERMINED,2018-03-01,1
All Other,COUNTERFEITING - UNDETERMINED,2018-05-01,1
All Other,COUNTERFEITING - UNDETERMINED,2018-06-01,1
All Other,COUNTERFEITING - UNDETERMINED,2018-07-01,1
All Other,COUNTERFEITING - UNDETERMINED,2018-08-01,1
All Other,COUNTERFEITING - UNDETERMINED,2018-10-01,1
All Other,COUNTERFEITING - UNDETERMINED,2018-11-01,1
All Other,COUNTERFEITING - UNDETERMINED,2019-02-01,1
All Other,COUNTERFEITING - UNDETERMINED,2019-09-01,1
All Other,COUNTERFEITING - UNDETERMINED,2022-02-01,1
All Other,COUNTERFEITING - USING,2015-01-01,1
All Other,COUNTERFEITING - USING,2015-03-01,3
All Other,COUNTERFEITING - USING,2015-05-01,2
All Other,COUNTERFEITING - USING,2015-07-01,1
All Other,COUNTERFEITING - USING,2015-08-01,4
All Other,COUNTERFEITING - USING,2015-09-01,2
All Other,COUNTERFEITING - USING,2015-10-01,2
All Other,COUNTERFEITING - USING,2015-12-01,1
All Other,COUNTERFEITING - USING,2016-01-01,2
All Other,COUNTERFEITING - USING,2016-02-01,4
All Other,COUNTERFEITING - USING,2016-03-01,4
All Other,COUNTERFEITING - USING,2016-04-01,2
All Other,COUNTERFEITING - USING,2016-05-01,5
All Other,COUNTERFEITING - USING,2016-06-01,7
All Other,COUNTERFEITING - USING,2016-07-01,2
All Other,COUNTERFEITING - USING,2016-08-01,9
All Other,COUNTERFEITING - USING,2016-09-01,2
All Other,COUNTERFEITING - USING,2016-10-01,4
All Other,COUNTERFEITING - USING,2016-11-01,8
All Other,COUNTERFEITING - USING,2016-12-01,4
All Other,COUNTERFEITING - USING,2017-01-01,8
All Other,COUNTERFEITING - USING,2017-02-01,2
All Other,COUNTERFEITING - USING,2017-04-01,3
All Other,COUNTERFEITING - USING,2017-05-01,2
All Other,COUNTERFEITING - USING,2017-06-01,3
All Other,COUNTERFEITING - USING,2017-07-01,6
All Other,COUNTERFEITING - USING,2017-08-01,4
All Other,COUNTERFEITING - USING,2017-09-01,2
All Other,COUNTERFEITING - USING,2017-10-01,4
All Other,COUNTERFEITING - USING,2017-11-01,3
All Other,COUNTERFEITING - USING,2017-12-01,2
All Other,COUNTERFEITING - USING,2018-02-01,1
All Other,COUNTERFEITING - USING,2018-03-01,1
All Other,COUNTERFEITING - USING,2018-04-01,3
All Other,COUNTERFEITING - USING,2018-06-01,2
All Other,COUNTERFEITING - USING,2018-07-01,1
All Other,COUNTERFEITING - USING,2018-08-01,4
All Other,COUNTERFEITING - USING,2018-09-01,2
All Other,COUNTERFEITING - USING,2018-10-01,1
All Other,COUNTERFEITING - USING,2018-11-01,3
All Other,COUNTERFEITING - USING,2018-12-01,9
All Other,COUNTERFEITING - USING,2019-02-01,2
All Other,COUNTERFEITING - USING,2019-03-01,1
All Other,COUNTERFEITING - USING,2019-05-01,4
All Other,COUNTERFEITING - USING,2019-06-01,3
All Other,COUNTERFEITING - USING,2019-07-01,2
All Other,COUNTERFEITING - USING,2019-08-01,3
All Other,COUNTERFEITING - USING,2019-10-01,4
All Other,COUNTERFEITING - USING,2019-11-01,2
All Other,COUNTERFEITING - USING,2019-12-01,2
All Other,COUNTERFEITING - USING,2020-01-01,3
All Other,COUNTERFEITING - USING,2020-02-01,2
All Other,COUNTERFEITING - USING,2020-03-01,2
All Other,COUNTERFEITING - USING,2020-04-01,1
All Other,COUNTERFEITING - USING,2020-09-01,1
All Other,COUNTERFEITING - USING,2020-10-01,1
All Other,COUNTERFEITING - USING,2020-11-01,2
All Other,COUNTERFEITING - USING,2020-12-01,2
All Other,COUNTERFEITING - USING,2021-01-01,2
All Other,COUNTERFEITING - USING,2021-02-01,1
All Other,COUNTERFEITING - USING,2021-07-01,1
All Other,COUNTERFEITING - USING,2022-03-01,1
All Other,COUNTERFEITING - USING,2022-11-01,1
All Other,COUNTERFEITING - USING,2022-12-01,2
All Other,COUNTERFEITING - USING,2023-01-01,4
All Other,COUNTERFEITING - USING,2023-02-01,1
All Other,DISORDERLY CONDUCT,2015-05-01,1
All Other,DISORDERLY CONDUCT,2015-12-01,1
All Other,DISORDERLY CONDUCT,2016-05-01,1
All Other,DISORDERLY CONDUCT,2016-12-01,1
All Other,DISORDERLY CONDUCT,2017-03-01,1
All Other,DISORDERLY CONDUCT,2017-06-01,1
All Other,DISORDERLY CONDUCT,2017-07-01,1
All Other,DISORDERLY CONDUCT,2018-03-01,1
All Other,DISORDERLY CONDUCT,2019-04-01,1
All Other,DISORDERLY CONDUCT,2020-04-01,1
All Other,DISORDERLY CONDUCT,2021-01-01,1
All Other,DISORDERLY CONDUCT,2021-06-01,1
All Other,DISORDERLY CONDUCT,2023-02-01,2
All Other,DISORDERLY CONDUCT - ALL OTHER,2015-10-01,1
All Other,DISORDERLY CONDUCT - ALL OTHER,2017-04-01,1
All Other,DISORDERLY CONDUCT - ALL OTHER,2018-04-01,1
All Other,DISORDERLY CONDUCT - ALL OTHER,2018-07-01,1
All Other,DISORDERLY CONDUCT - ALL OTHER,2018-10-01,1
All Other,DISORDERLY CONDUCT - ALL OTHER,2018-11-01,1
All Other,DISORDERLY CONDUCT - ALL OTHER,2019-07-01,1
All Other,DISORDERLY CONDUCT - ALL OTHER,2020-01-01,1
All Other,DISORDERLY CONDUCT - ALL OTHER,2020-09-01,1
All Other,DISORDERLY CONDUCT - ALL OTHER,2020-11-01,1
All Other,DISORDERLY CONDUCT - ALL OTHER,2020-12-01,1
All Other,DISORDERLY CONDUCT - ALL OTHER,2021-01-01,1
All Other,DISORDERLY CONDUCT - ALL OTHER,2021-03-01,1
All Other,DISORDERLY CONDUCT - ALL OTHER,2021-08-01,1
All Other,DISORDERLY CONDUCT - ALL OTHER,2022-03-01,1
All Other,DISORDERLY CONDUCT - ALL OTHER,2022-07-01,1
All Other,DISORDERLY CONDUCT - DISTURBING THE PEACE,2015-10-01,1
All Other,DISORDERLY CONDUCT - DISTURBING THE PEACE,2017-12-01,1
All Other,DISORDERLY CONDUCT - DISTURBING THE PEACE,2018-12-01,1
All Other,DISORDERLY CONDUCT - DISTURBING THE PEACE,2019-03-01,1
All Other,DISORDERLY CONDUCT - DISTURBING THE PEACE,2019-05-01,1
All Other,DISORDERLY CONDUCT - DISTURBING THE PEACE,2019-12-01,2
All Other,DISORDERLY CONDUCT - DISTURBING THE PEACE,2020-11-01,1
All Other,DISORDERLY CONDUCT - DISTURBING THE PEACE,2021-01-01,1
All Other,DISORDERLY CONDUCT - DISTURBING THE PEACE,2021-12-01,1
All Other,DISORDERLY CONDUCT - DISTURBING THE PEACE,2022-03-01,1
All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,2015-02-01,2
All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,2015-04-01,2
All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,2015-07-01,1
All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,2015-08-01,3
All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,2015-10-01,1
All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,2015-12-01,1
All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,2016-01-01,1
All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,2016-02-01,1
All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,2016-04-01,1
All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,2016-05-01,1
All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,2016-06-01,1
All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,2016-07-01,2
All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,2016-08-01,1
All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,2016-09-01,1
All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,2016-10-01,2
All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,2016-11-01,1
All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,2016-12-01,2
All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,2017-04-01,1
All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,2017-05-01,1
All Other,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,2017-06-01,2
